Comments,Immigrant_author,Supports,postedDate
"Kudos to the Obama administration for leaning in (or at least trying to) since this issue primarily addresses women. In today's world where we grapple intensely with issues like women in the work force, the glass ceiling and women in leadership roles, there is no place for institutionalized discrimination mechanisms like the H4 visa- especially in a country like the US and especially when you are talking about future American families in waiting. If the current system does not change, imagine twenty years from now some social scientist will be researching why women from some immigrant communities remain underrepresented in fields of technology, science and leadership.

For all those opposed to this change or anything like it, remember, the H4 visa institutionalizes (BOLD and CAPITALIZED) traditional gender roles and sends this message to really bright women with career aspirations- don't bother with all that talent and aspiration until the time your husband's green card comes through; in the meanwhile you can try going back to school for the thirtieth time whether you need it or not, cook, clean, volunteer, provide care and sex, take a walk in the park and watch TV. 

Come on, people! This is the US we are taking about not some country in the stone age! ",0,1,2014-06-06T00:00:00-04:00
"I strongly support this proposal, unable to utilize available resources is the most unfortunate situation to any one. There are great Entrepreneurs, Doctors, Engineers, and Teachers are part of this group. Utilizing their skills will contribute positively to the US Economy to a great extend. ",0,1,2014-07-01T00:00:00-04:00
This is an excellent rule and this could have implemented long back. My wife is on H4 for 6 years now and always wanted to work. But she never got an opportunity to work because of visa restrictions. She is Masters in Computer Applications and she wasted years living in this country without a work permit. We were already considering of going back to our home country because of her inability to work. I am very excited to see this rule and hope that this will be implemented as soon as possible without any delay to help all the frustrated H4 spouses sitting at home. Please implement this rule as soon as possible. Seriously this is our last hope.,1,1,2014-05-22T00:00:00-04:00
It is a great proposal to get implemented soon so many skilled H4 candidates can start working and contribute to this growing economy. I am awaiting when this will become a amendment. Thanks for the senator and congress man who worked on this proposal.,0,1,2014-05-20T00:00:00-04:00
"Thank you very much for this initiative. I have seen much talent being wasted away because some of my engineer/doctor/dentist friends, who are here with their spouses, not being able to work. These people, if allowed to work, would contribute to the betterment of the society by paying more taxes, being able to spend more, by sending their kids to good schools etc. ",0,1,2014-05-22T00:00:00-04:00
Some fix for our broken immigration system. This may benefit the economy and country.,0,1,2014-05-18T00:00:00-04:00
IT IS ONE OF THE BEST WAY TO IMPROVE US ECONOMY. INFACT THERE ARE BUNCH OF EXCEPTIONALLY SKILLED JOB REQUIREMENTS CAN BE FILLED WITH EMPLOYMENT AUTHORIZATION FOR H4 DEPENDENT SPOUSES.,0,1,2014-05-14T00:00:00-04:00
"I strongly support this rule.There should not be any controversy regarding implementation of this rule as h4 people who are supposed to get EAD have already applied for green card and has approved i140.This means they are the future citizen of the country so please don't think we are going to eat jobs of american citizen....

Like any other American citizen we will also benefit US by giving taxes and using our brain which would definitely help to boost US economy.Please don't treat us different,the only difference is we are the future and they are the present.We are the law abiding citizen so we need respect like we respect you all...Thank you..",0,1,2014-07-10T00:00:00-04:00
"Anything that has the effect of increasing US population will also increase emissions.  Let them visit relatives after their objective, non-harmful, or their green card expires.   There are more than enough 'home grown' workers of all levels.",0,0,2014-05-22T00:00:00-04:00
"Hi, I am Logu Krishnan and I am support this EAD for H4 rule. This will give best opportunity for H4 spouses to prove their talent and help US growth. Many H4 people talents are unused currently and this rule will change that picture. As I believe county economy growth starts from family economy growth hence I support this rule.

",1,1,2014-07-01T00:00:00-04:00
I am very excited and eagerly waiting for this rule to become effective. Talented person should not be restricted by the law from contributing towards the society. If one is allowed to live in a country then giving opportunity to contribute in the economy will help the individual and the country.,0,1,2014-06-30T00:00:00-04:00
Very good step. Excellent idea. ,0,1,2014-05-16T00:00:00-04:00
"Please PASS this rule. 

                 There are a lot of people here is USA on H4 with required skills, knowledge and education who want to go out and work & prove themselves. Because of the limitation of work Visas not having a work permit, a lot of these men/women have to stay home and most times it adds to their mental stress. Decades of waiting for the green card process is making the skilled people loose their skills, their confidence, their individuality and stressing the whole family.
                This is Great step in advancing the country economically also as it adds more skilled labor who may help the Country advance to great heights.



",0,1,2014-07-07T00:00:00-04:00
"This will only benefit the people from one southwest Asia country, so please do not bring this rule and make suffer middle class American more burden. Lot of people from this country will work for less money since they are sitting home and will work for any money.This will truly bring our job market and quality of life down.",0,0,2014-07-11T00:00:00-04:00
"This would make USA as the top destination for talented professionals all over the world. Identify the competition from other developed countries who are stealing talented professionals may be only because US does not allow spouses to work. Be the best, retain the best.  ",0,1,2014-06-04T00:00:00-04:00
"Ugly tactics to pass the rule, from Trackitt. See below
Posted by luvpradeep (10) 16 hours 4 minutes ago#4069
to satish786:

You can add reply to the comments. If you see a negative comment with incorrect facts, please reply to the comments. Add comments for comments and show your strength to the haters. If everybody jump in on a negative comments, everyone will think twice before putting in a negative comment. Try it and let me know if it works
(reply)		 	
",0,0,2014-05-15T00:00:00-04:00
A great way to increase contribution of skilled workers to the nation. Looking forward for this law,0,1,2014-05-20T00:00:00-04:00
"This is great rule, for both the H1B families and the industry they work at, helping the economy to grow better and better. Great helpful.
",0,1,2014-07-14T00:00:00-04:00
This is a great initiative !! Eagerly waiting for this rule to get approved and implemented !!! USCIS is talking about this since couple of years and it is high time to walk the talk !!!! Hope it gets approved soon !!!!,0,1,2014-06-23T00:00:00-04:00
"The rule would give breathing space to people like me.I have been living in this country for more than five years now and this is my home now. It is important to live the family then only our children would grow as responsible citizens.It is the choice most to people in H4 had given priority to.For that we had to sacrifice our career and sometimes destiny too.Sometimes I feel am here just as a maid, all the years and money spent in my education has gone waste.If I wanted to work illegally I could have done that long back but I didn't wanted to do anything against the law.Majority of spouses in H4 are women, living in four walled rooms whole day is very difficult and many of us medical issues too like depression.Being the sole bread winner of the family(H1B) are also under very much stress as every financial responsibility falls on him.There are a lot of the women especially siting at home thinking  whether it was a wrong choice to choose family first and sitting at home is a punishment for that.As USA is known as land of opportunities we hope the rule would pass and give opportunity to us to serve this country one way or another. So even if we have to return to our country we will not have unexplained long gaps in resumes.",1,1,2014-07-14T00:00:00-04:00
"Thank You very much for getting this upto the fence. We are just hoping we will be able to jump over the fence and get the ball 'of trying for a job' rolling. My wife is really happy about this. Please make this happen.

Thanks
Shyam",1,1,2014-05-20T00:00:00-04:00
We welcome this law happily. If L1 spouses have right to work . Why not H1 B spouses?,0,1,2014-05-20T00:00:00-04:00
"You're right...we should give people from other nations all of our jobs...starting with the job of whoever thought up this garbage.  Don't we have enough of our own out of work yet? Will you not be satisfied until ALL of us are on welfare handouts?  Haven't we told you NO enough yet? No wonder our founding fathers warned us about government.  You're all worthless as teats on a boar hog.  It's no wonder we're fed up.  It's no wonder Americans hold this administration in such low regard.  You just can't sell us out fast enough, can you?",0,0,2014-06-24T00:00:00-04:00
"This is a step in right direction. There are a lot of highly qualified people who are currently forced to curb their career aspirations and cannot directly contribute to US economy. 

 It will also help family move up the economic ladder with possibility of an additional income.

This will be great change for the country and the families benefiting from it. ",0,1,2014-05-18T00:00:00-04:00
"Hi, 

I believe that there is so much talent in the US from different parts of the world and is getting wasted due to a law. This should be removed to give these talented people an opportunity to success that will support the economy.

Sheetal",0,1,2014-07-02T00:00:00-04:00
"Dear DHS,

Please do not get carried away by comments like ""I support this law"" which is overwhelmingly by Indians, who will benefit from this proposal.

Please consider the plight of Americans, and citizen students, who will be affected by this flood of new EADs, and limit it to people only who have been here for a long time, like 6 years or more and have applied for Green card, and approved I-140, and are just waiting for their Priority number to become current. This is the only way we can limit the number of applications for EADs and make sure, that people who have been here for a long time, and are really close to getting a Green card, get EADs for their dependents. Not just anyone with a simple I-140 approval. This is only fair and will limit the number of EADs to only people who deserve it.

Thanks
Brian Murray",0,0,2014-06-03T00:00:00-04:00
Please provide EAD to H4 dependents!,0,1,2014-07-12T00:00:00-04:00
This is a much awaited rule that will help a lot of H4 spouses to get back to work and be independent. It is really very hard to just depend on the spouse's income. It will be appreciated by many people.,0,1,2014-05-18T00:00:00-04:00
Please Pass the EAD for H4 rule as this is a life saver for many of the miserable souls like myself. Having been the USA and not been able to enjoy the wide spread opportunity is nothing less than a curse. kindly help us and our families as thriving on a single income is really tough. Also we love the freedom this country offers us and would love to add to the economic groeth of this wonderful country.,1,1,2014-05-20T00:00:00-04:00
I support this proposal. This will help companies retain top talent from countries like India and China. United States will be able to sustain the next wave of innovation in the silicon valley and east coast alike.,0,1,2014-05-22T00:00:00-04:00
At last government finally thought of it. Its a good way of creating a better task force and it may help in improving US economy. ,0,1,2014-05-14T00:00:00-04:00
"ON the whole, this seems like a worthwhile change to the laws.",0,1,2014-05-19T00:00:00-04:00
"This is a great initiative, will let my wife (Spanish citizen with a Masters in International Finance from London) work in the US and I will not have to consider moving to the UK leaving my current employer in middle of an important project.",1,1,2014-05-21T00:00:00-04:00
It will be great if dependent spouses work as they are highly skilled with engineering degree,0,1,2014-05-13T00:00:00-04:00
"I support this rule. This will help us both personally and professionally in turn USA economy. 
Any of your co operation to Implement this rule will be of great help.",0,1,2014-05-28T00:00:00-04:00
It would be great and helpful for all the talented and qualified H4's if this rule passes. Hoping to hear good news!!,0,1,2014-07-01T00:00:00-04:00
If dependents get work authorization that's going to be helpful for the families and same way to the companies. their knowledge is going to waste right now. definitely this improve american economy.  ,0,1,2014-05-14T00:00:00-04:00
"Please do not pass this rule as it creates artificial slavery (several companies will take advantage of these H-4 dependents by offering less salaries...more and more Americans will be out of job market).
This has a huge potential for creating an unfair market and job situation for actual Americans will worsen.
Thanks for providing an opportunity to comment.",0,0,2014-05-20T00:00:00-04:00
"I think this a great step by the government for many reasons:

- It is necessary if America wants to retain highly skilled immigrants, who contribute significantly to the American economy and also create jobs. More than 40% of the Fortune 500 companies were founded by immigrants or their children. Small businesses owned by immigrants alone employed an estimated 4.7 million people in America.

- It increases the spending power of immigrant families. According to the Center for American progress immigration reform could support and create up to 900,000 new jobs within three years , just from the increase in consumer spending. This bill gives them an opportunity to contribute more to the local economy.

- It is just and it is right. Article 23 of the United Nations declaration of human rights states that everyone has a right to work with no distinction being made due to national origin. America is where families live, make friends, go to school and in-spite of staying here permanently for years and being highly qualified to work such a basic right is taken away from them.

I have penned down my thoughts in detail here: https://medium.com/@revant8888/fe5ac8a74a93. ",0,1,2014-07-02T00:00:00-04:00
"I will be pleased if this goes through. We have lot of talent wasted with H4 dependents unable to work in the US due to the restriction. I am of believer that good talent should not be wasted. This is a good move by USCIS to enable some of the young minds out there who want to fulfill their AMERICAN DREAM. This will in turn help the economy to get more skilled workers. This would mean some of the semi-skilled workers may not compete but right job should get the right candidate for the growth of corporates as well as the country.

There were several of my friends and family who had successful job and careers in my home country but had to give away the dream and ambition so that they can be with their spouses and kids don't suffer the separation of parents. Several of them had to go back to continue and pursuit their careers. Although this is good for financially but will also help those individual who are willing and capable have a mental freedom and not dependent for every small things.

Hope this proposal is approved.",0,1,2014-07-03T00:00:00-04:00
"Many well-educated spouses here in US are jobless just because of visa restrictions. Their career growth is equally important and this rule change is definitely needed and would help many to get their career on track. It would be really great if enough thought process is put into and implement this rule as soon as possible to provide equal opportunity employment for everyone with the right skill set. With the every growing backlog in the Green Card process and no sight of any immigration reform whatsoever, this rule change seems to be the only way that spouse on H4 visa can get back to work. I strongly support this rule. Please implement as soon as possible.",0,1,2014-07-14T00:00:00-04:00
"Don't dig your own Grave yard. 

Its absurd that any body can comment on this  portal. H1 B visa is getting abused by indian companies on top of it you need to give H4 EAD . Good . Let more american people unemployed and beg for food. ",0,0,2014-07-01T00:00:00-04:00
"I strongly support this move. It's a great step by US government. This will help in the growth of US economy as there are many highly qualified and skilled people on H4 who Can fill up the deficit for highly skilled people in US as well as can contribute in creating new startups just like other immigrants.  

This would also improve spending power of   1000's of H1 immigrants family which in turn would help the US economy  by tax and other means
",0,1,2014-07-07T00:00:00-04:00
Passing this rule would impact several lives across this nation.,0,1,2014-07-11T00:00:00-04:00
this in my opinion is the best possible piece of legislation that can be passed in favor of Dependents in the United States,0,1,2014-07-14T00:00:00-04:00
"Much awaited good move. With raising living standards as well as living expenses (inflation) in USA and rest of the world (especially the home country of H1B holders), one-member-earning for a H1B-family in USA is getting less and less lucrative to move to USA. For USA to attract and retain talents on H1B, work authorization for Spouses is much needed. May not, if the strategy of USA is not to attract/reduce the best talents from across the world. Both have its own positives and negatives; unless positives are leveraged with right strategic plans. I don't deny the fact that any country should take care of its citizens first.
Sometimes I think of going back so that we both can work and earn in the country of my origin which looks as good as one of us earning in USA.",1,1,2014-05-22T00:00:00-04:00
"Hello all, I think Most of the people are already said different reasons of having this rule to be implemented. I strongly agree to have this bill passed so that we can believe in the Hard work but not luck. It would be a great to have employed spouses rather than unemployed for the future of USA.

All the very best
Kartheek",0,1,2014-06-12T00:00:00-04:00
"I support this rule.

There are lot of well qualified professionals who are unable to pursue their career just because they are on a particular type of visa H4 dependent . I  will suport in implementing this rule as this will be beneficial to both parties and improve US economy.
",0,1,2014-05-19T00:00:00-04:00
"I support this rule. Having H4 authorization to work, will definitely contribute to USA economy. The only thing H4 can do is study, but what after finishing studies, since H4 does not have permit to work they will have to sit at home and do nothing. It is really a painful experience, especially after having earned Masters degree, work experience back at home and not allowed to work here. It seems like for most H4 the life is standstill in USA. 
Most of the H4 are having advanced degrees, allowing them to work will definitely boost this country wealth and also have them the feeling of independence and self reliance.",0,1,2014-07-14T00:00:00-04:00
"I support this rule, as it hugely benefits the American economy in a big way. There are many highly qualified people on H4 who  can contribute to the economy by putting their skills to use, by becoming entrepreneurs, without waiting for a Visa number to be available.  This overall contributes to the growth of the American economy in the long run, thus creating more jobs. 

For a country which thrives much on the spending power of the people to drive the economy, this is a very important move, as this will create more employment opportunities and people who earn more can obviously spend more and contribute to the economy and gross GDP of the country",0,1,2014-05-16T00:00:00-04:00
I am in favor of this proposed rule. I am sure that this will help to utilize the good resources who like to contribute but couldn't. This will not only helpful to the country but also will give opportunity to H-4 spouses to explore their potential.,0,1,2014-07-01T00:00:00-04:00
This proposed rule will bring opportunity to many H4 spouses who have good qualification and good work experience to work in US. After   coming to US H4 spouses have no choice other than staying at home. US is a country where people of world look upto. US is a free country known for its equality. Then why this inequality to some section of people. We H4 people are completely dependent on their respective spouse and that takes kind of our freedom away. it leads to so much dissatisfaction in our lives. If we could work here it would be like getting a new life filled of hope. it would add much needed values to our lives. We request USCIS to look into this proposed rule carefully. we would be eternally grateful to US.,1,1,2014-06-30T00:00:00-04:00
Very good news...  It will be really helpful ,0,1,2014-05-20T00:00:00-04:00
In light of news about the U.S. Government releasing thousands of dangerous criminals from ICE custody I have to wonder what if any protections are there against criminals being allowed to participate in a program such as this.  Specific prohibitions against participation by anyone charged and awaiting trial and/or convicted of ANY felony.  Prohibitions against partcipation by anyone that had previously been deported from the U.S. and returned ILLEGALLY to the U.S.,0,0,2014-05-18T00:00:00-04:00
A positive step towards strengthening Bilateral relations between India and United States. A Win-Win situation for both the nations as well as the people involved. Strongly advocate the proposed amendments,0,1,2014-06-27T00:00:00-04:00
"I completely support this initiative. What this proposed change means to most of the people in my situation can be best described by the term ""freedom."" Freedom from dependency and having a status of your own. Please implement it ASAP. ",1,1,2014-06-02T00:00:00-04:00
"Greetings,
My wife and I came to USA with American dream in June 2004; I am working on H1-B Visa till now. My wife completed her Masters in Computer Applications and she was working before we move to USA since then she is not able to start her carrier with her visa restrictions. This rule will be very good for the country economy as well. This is a very good administrative fix for our broken immigration system. Thank you very much for this administration for taking this initiation.
GOD BLESS AMERICA!!!
",1,1,2014-05-22T00:00:00-04:00
Do not allow H-4. Don't change the law and make more of a burdan on the US tax payer.,0,0,2014-07-01T00:00:00-04:00
"This proposed rule will be a win-win situation not only for the H-4 spouses but for the nation as well. There are a lot of talented and skilled H-4 spouses including myself who have been waiting long enough to be able to work. Years have been sacrificed and wasted that could have been used productively. A lot of professionals became hopeless in waiting for their priority date and decided to go back home or transfer to other countries that would allow both spouses to work. 

We are actually caught in this situation right now because we have already applied for permanent residency in Canada and we already got approved and are given a few more months to transfer there. If this proposed rule be implemented, a lot of talented individuals will be enticed to come and stay here in United States. If this will be approved soon, we might stay here but if not, we might leave this country.",1,1,2014-05-18T00:00:00-04:00
The spouses of H1B immigrants should be given the opportunity to work in USA especially if they have a Masters degree or have worked previously in their area if expertise. ,0,1,2014-05-13T00:00:00-04:00
The rule will definitely help the US economy and also will help the people who were working before but were sitting at home due to the Immigration laws restricting them. Really appreciate Obama govt in getting the immigration laws to help not only the country but for the families of H1 Workers both mentally and financially.,0,1,2014-07-11T00:00:00-04:00
I support this and want to see this happening ASAP.  This law is like opening the  doors of freedom. All I can say is its a dream come true for all those who want to do something to reach their goals .,0,1,2014-07-01T00:00:00-04:00
"This rule, if implemented, will bring about positive changes to the economy by utilizing the skills of H4 spouses who are extremely qualified.

This should be implemented and I am looking forward to its implementation.",0,1,2014-05-16T00:00:00-04:00
"This is a great opportunity for the H1-b spouses who are waiting for the green cards. Its very difficult to manage the family with 2 kids with single income. This will really help the H1b families. It also improves US economy by paying more taxes, more purchasing power. My wife is talented woman and she did great job in her career. It gives opportunity to gain her confidence. Thanks a lot for doing this.",1,1,2014-05-15T00:00:00-04:00
"Let's picture two economies, one where everyone who wants to work, could work and add to his/her countries work force. Now let's picture another economy, which for the fear of losing jobs or see the country through the recession or for some reason similar, tries to ration the jobs - thus allowing only one person from each family to work.

We know which of the two economy would prosper more in the long run, it's fundamentally wrong to think that economy only has so many jobs, jobs get created everyday - majority of jobs that we have today, were never there 50 years back, and it would be hard to picture jobs of future; but not the economy that would be leading the way when that time comes.

This is a great nation, a nation we come to appreciate more when we land here, and harbor a dream to one day make as our home - the feeling and the experience is mutual, among generation of families who have come to America over last 300 years.

I want to close my comment with the quote on statue of liberty, which says more than i can ever say: ""Give me your tired, your poor, your huddled masses yearning to breathe free.""",0,1,2014-06-23T00:00:00-04:00
"This is good Initiative by gov , Please make this happen soon.. it is going to retain many young talent on H4 Visa , who is being suffered mentally because of not doing anything and staying at home all the time. 
Its a humble request to the government to implement the rule as soon as possible . 

Thanks in advance..",0,1,2014-06-02T00:00:00-04:00
"This came in as a surprise for us. My wife finished CPA and have been waiting for EAD to come through. It has been 2 years since she finished. No one is ready to sponsor in that field. This is really a big deal for us. Appreciate all the people who involved in coming up with this rule. I have been reading comments from lot of people who are waiting for such opportunity. Please pass this rule and open the door.  
",1,1,2014-07-14T00:00:00-04:00
"I was basically into project management and have 6 years of experience in it, it's been 3 yrs I have no job because of h4. It would be great opportunity if h4 people will get work authorization here in US.",1,1,2014-07-12T00:00:00-04:00
I am very upset that you would even think of this action when so many TRUE AMERICAN TAX PAYING CITIZENS are unemployed. This is just terribly wrong.,0,0,2014-05-13T00:00:00-04:00
This move is in the right direction and I would like to extend my support. This will help all H4's to be independent and use their capabilities to work.,0,1,2014-05-21T00:00:00-04:00
"I agree, these are really qualified and highly educated people sitting ideal who can help our country and economy in positive way.",0,1,2014-07-12T00:00:00-04:00
"I sincerely request the Govt. to pass this Rule.

I am a young and educated programmer but my time and talent is being wasted here because of my Visa restrictions. This break might ruin my career. It is very lonely and depressing to just stay idle at home for months together. 

The reforms can enable me to work here which will make me independent woman along with financial stability. I, as a legal worker here, will pay the taxes to the government. The field I am working on is Educational Technology which is an important field of research in the US.

Please pass this Rule and help so many of us get back life into our lives.",1,1,2014-07-10T00:00:00-04:00
"I support this decision.  Its about finding or filling vaccancies where we dont have the right skillset inside than finding it from outside..  There are so many businesses trying hard to find the right person to work than being compensated with whats available.


This will not affect the economy badly instead it will be for good.  Someone who objects this is forgetting the way whoever landed in this great nation as an immigrant unless he/she is a native american.

When the current immigration reform and the rules like this get backlogged its pulling the economy back since the bright and educated go back to their own country to have a much prosperous life than here..

Time to think out of the shell America..  We are historically not able to think straight..Its a wise decision from DHS since they know exactly whats happening than anyone who writes a comment here..

Way to go...
",0,1,2014-07-14T00:00:00-04:00
A very needed proposal .. a lot of skilled workers will now get a chance to get work authorization. Truly a good initiative.,0,1,2014-05-15T00:00:00-04:00
I  appreciate the rule that is posted. Previously I was working in India but after coming here I was not able to continue with work so I was very worried that I'm losing my career. This rule is really a boost up for me. But it would be great that this rule can be applicable for all H4 spouses even if principle H1 is not seeking lawful permanent resident like the current rule for L2 candidates. ,1,1,2014-05-14T00:00:00-04:00
An awesome proposal. Please implement this ASAP. Good for the community and economy.,0,1,2014-06-02T00:00:00-04:00
"This is an extremely positive step in strengthening the US Immigration system & addressing the plight of thousand's of H4 dependent spouses, who even though being extremely talented are not allowed to work. Below are my 2 cents on this proposed rule:
1) This rule would increase the attractiveness of the US Economy among the highly skilled workers (compared to Australia, Canada, etc.) & also help in retaining the people who are already on the path of lawful permanent residency.
2) Boost the US economy by providing employment opportunities to highly skilled H4 Dependent Spouses and thus reducing the dependence on H1B visas.
3) Provide double income opportunities for the families of immigrants and have a stable and fulfilling life in the 'Land of Opportunities'.",0,1,2014-05-15T00:00:00-04:00
"Please allow Employment Authoriztion  for Certain H-4 Dependent Spouses. There must be immigration reform in this country, and this is a strong step in the right direction.",0,1,2014-05-28T00:00:00-04:00
I am opposed to the proposed change because of the excessive unemployment of citizens already in this country.  I also oppose the additional health risks that citizens would be exposed to if the proposal is accepted.,0,0,2014-05-13T00:00:00-04:00
"When I was looking at the comments, those are mostly from the H4 dependent spouses. I am not sure legally can they comment on rule from which they are going to benefit ? It is like proposing a rule to award legal status to illegal immigrants and ask for supporting comments from 11 million illegals. Obviously they will say YES and say they want it. I question the legality of this method. I am not sure if comments from non citizens should be considered valid.  ",0,0,2014-05-22T00:00:00-04:00
"Win Win situation for both US and us. 

Think about what we can offer to this community (job creations, tax's that we pay) and the money we pump into the community.
On a personal Note: Its frustrating not able to work after all those years of education and hard work just to stay here with spouse, I have always had a dream of having my own restaurant and I still believe in that dream, but its far reality at this point because of never ending EB-3 wait times. My wife is in fact more qualified than I am, With this new rule we will be able to fulfill our dreams and lead a meaningful life. 
We are young, energetic and have just started our life's, we are at that juncture of life where we would like to fulfill our dreams Invest, buy a home but these visa restrictions are holding us back. 

I have friends of mine who are well qualified, they left to home country as their spouse could not work and it was hard for them  maintain a family here with kids with 1 income. 
I wish this rule to be approved soon..",1,1,2014-05-13T00:00:00-04:00
The proposed rule will immensely help the dependents who are capable of working and contributing to American economy instead of just sitting at home. I support this rule completely. ,0,1,2014-05-22T00:00:00-04:00
"I strongly support this rule.. As I am master degree holder and a researcher sitting idle at home for many years only because of the H4 visa rules killing me like anything. Though I was working as scientist in Govt. of India and a IITian(topmost educational institution of India), I could not  use my brilliance and ability to USA economy and I know  there are so much to do a scientist here. I am waiting in the isle for several years, and this rule, if it is fulfilled are a great relief for me and my family. I hope this progressive nation will pass this proposal at the earliest. I support H4 EAD rule. 
Thank you.",1,1,2014-07-10T00:00:00-04:00
"Certainly this proposed rule will help alleviate the hardship of immigrant seekers by allowing H4's to work.
This might also help US retain talent for now, however the time taken between I-140 to EAD will still impede the sentiments of these immigrant seekers & may work against talent retention efforts by US.",0,1,2014-05-20T00:00:00-04:00
Please pass this rule ASAP. This will help rejoin many couples who have been staying separate for their careers.,0,1,2014-07-14T00:00:00-04:00
"I am on H4 visa from last several years and the frustration of not working and huge career gap feeling is a part of every single day. This helplesness leads to lack of confidence and totally depending on husband for a single penny. I cant even buy a chocolate without my husband knowing and i used to be a qualified working professional.

I am sure many spouses like me are qualified if given them the opportinity to show their talent, definitely this talent is going to be a boon to US economy.

Kindly pass this rule and make our lives free from deoression of every single day",1,1,2014-05-20T00:00:00-04:00
Its high time this rule is implemented .After investing my time and money in relocating to another country and gaining my MBA from a university in Iowa I am now back in my home country trying to start my career and life all over again. How come you need our spouses but not their skilled counterparts when we have done things the legal way and paid our taxes. How is it okay for illegal immigrants to get citizenship and not us. Please pass this rule and make America the land of opportunity and equality it used to be.,1,1,2014-07-10T00:00:00-04:00
"Please pass thsi rule ASAP. This will for sure help US Economy to bloom with the help of addition of international talents who could not do anything because of lack of work authorization. Implementing the rule can improve the individual's as well as Country's well being. At last I woudl just say, implementing the rule is not going to be disadvantageous in anyways, its always going to add more and more to the well being of the country.",0,1,2014-06-18T00:00:00-04:00
"I think it is a welcome change, if it has been finalized that H4 spouses(certain H4s as defined) can get work authorization. Myself being a working mom and now on H4, and unable to work anymore or find a suitable job closeby, I believe every qualifying person should be able to work and earn his/her money. This will relieve the financial burden on a single working person , and improve overall health of the family and thus the society. Sure I will whole heartedly welcome H4 spouses getting work authorization",1,1,2014-05-14T00:00:00-04:00
"I strongly support this rule. By giving employment authorization to H-4 candidate helps government in tax revenue, boost economy. By having extra source of income can help to buy house, spend more money as increasing living style. Directly or indirectly it will help to boost economy. There are many H-4 candidate who are qualified and able to work and contribute to country. It is frustrating because it feels like handicap although they are able to work. It takes many years to get EAD for H1B and meantime H4 candidates are loosing their efficient working age. Country can loose potential people because of increasing demand of qualified people with lucrative opportunity in other country worldwide. Converting this proposal into law can definitely help to country and give freedom to those candidate.",0,1,2014-06-23T00:00:00-04:00
"My family wholeheartedly welcome this proposed rule.  This will make our lives a lot easier.  My wife is a university topper in Economics, but cannot work because of the existing limitation with the H4 visa.  It's hard to explain the frustration of such a person.

Can't wait for this law to go in effect.",1,1,2014-05-20T00:00:00-04:00
This rules really enhance US Employment and attract more skilled labor.,0,1,2014-05-15T00:00:00-04:00
"Dear Officer,

I am a Registered Nurse in the state of Nebraska. I graduated 3 years ago from Nebraska, but I have not been able to work because I am an H4 dependent spouse. I also possess a Bachelor of Science degree in Biology and a minor in Chemistry that I acquired from another U.S based University. My husband is a medical scientist on H1B visa for the American Red-cross and pays his taxes. I often hear about a nursing shortage and yet people like myself with a US nursing degree are sitting at home simply because we are from a different country. We did everything right and maintained a clean legal history in the US for the last 12 years. I Know there is thousands of H4 dependents out there, who are even more educated and professionally trained who are in the same position that I am in. I believe we are professionally trained and we have a lot to offer to the US, allowing H4 dependents to work is the right this to do, morally, economically and for the betterment of these hard working families.     

Sincerely,

ATC
",1,1,2014-05-13T00:00:00-04:00
"Hi 

I have been living  in the USA since 2010 . I have done my masters degree with 2 years of industry experience still struggling to get my H1.The process for getting an H1 sponsored while you are on H4 is extremely complicated which makes our lives tough and stressful. There are so many women around me with the same situation and hoping to process this rule  soon so we could enjoy more independent life.
I request to pass this rule , So we can gain  our confidence and reason for  our existence.

Thanks
bujji

",1,1,2014-05-14T00:00:00-04:00
"Many people are misunderstanding the bill. Let me clarify-This bill is only for legal immigrants for whom the process to citizenship has already begun- their green card has been applied and their i140 is already approved. The bill helps only future citizens and nobody else.
",0,1,2014-05-21T00:00:00-04:00
"Please pass this bill fast.There are so many h4 dependents highly capable but clueless about their future.This bill is such a ray of hope to them and their families.No doubt they will contribute highly to us economy.
",0,1,2014-05-13T00:00:00-04:00
"CONGRATULATIONS TO USCIS ON THIS REMARKABLE PROPOSAL.BETTER LATE THAN NEVER!! . IT IS A GREAT RELIEF FOR THE H1-B HOLDERS AND THEIR DEPENDANTS. THEY HAVE BEEN WAITING FOR YEARS ,EVEN THOUGH THE I-140 WAS APPROVED LONG AGO!!.WAITING FOR THE PROPOSAL TO BE A RULE AS SOON AS POSSIBLE.",0,1,2014-05-13T00:00:00-04:00
"My husband and I went to school together and feel in love one week before he left for US to pursue further studies. We lived apart for more than 3 years before I decided that the distance was adversely impacting our relationship and I needed to move to US to be closer to him while he works. I came here on F1 , did my MBA from one of the top universities in US and have a CFA. I got a job at one of the biggest tech companies in US but did not get an H1B in the lottery this year. I want to work cause I have invested a great deal of time and effort to build professional qualifications. But the only way I can work now is to go back to India, which means I have to stay away from my husband. After spending 3 years apart I can't imagine staying away as it will break our relationship. On the other hand not working and staying at home on H4 will challenge our relationship as well. The H4 work authorization rule is the only thing that can save my career and marriage now. 

I fully support this rule and request other people to support this as well. This rule will not only ends the frustration of thousands of qualified women who are forced to chose between love and career but also provide highly qualified pool of candidates to US companies that can only positively impact the US economy. ",1,1,2014-07-11T00:00:00-04:00
